product_id,name,category,material,color,style,price,rating
P0343,Modern Fabric Chair,Chair,Fabric,Grey,Modern,7456,4.0
P0344,Vintage Glass Chair,Chair,Glass,Black,Vintage,8172,4.8
P0345,Modern Fabric Sofa,Sofa,Fabric,Blue,Modern,37084,5.0
P0346,Minimalist Fabric Sofa,Sofa,Fabric,Grey,Minimalist,39537,4.2
P0347,Minimalist Fabric Sofa,Sofa,Fabric,Black,Minimalist,64659,4.6
P0348,Minimalist Metal Table,Table,Metal,Grey,Minimalist,7355,4.4
P0349,Minimalist Wood Chair,Chair,Wood,Black,Minimalist,4922,4.8
P0350,Minimalist Glass Wardrobe,Wardrobe,Glass,Grey,Minimalist,32274,3.8
P0351,Minimalist Metal Table,Table,Metal,Beige,Minimalist,21596,4.5
P0352,Industrial Leather Wardrobe,Wardrobe,Leather,Brown,Industrial,17319,4.1
P0353,Contemporary Wood Sofa,Sofa,Wood,Brown,Contemporary,61271,3.1
P0354,Industrial Glass Chair,Chair,Glass,Grey,Industrial,7431,4.0
P0355,Vintage Leather Sofa,Sofa,Leather,Grey,Vintage,57225,3.2
P0356,Modern Wood Bed,Bed,Wood,Blue,Modern,33501,3.7
P0357,Contemporary Metal Wardrobe,Wardrobe,Metal,Black,Contemporary,46180,5.0
P0358,Industrial Metal Bed,Bed,Metal,Blue,Industrial,37452,3.6
P0359,Minimalist Metal Table,Table,Metal,Beige,Minimalist,10525,4.2
P0360,Vintage Metal Chair,Chair,Metal,Grey,Vintage,4253,4.7
P0361,Vintage Fabric Table,Table,Fabric,Brown,Vintage,13279,4.6
P0362,Modern Metal Wardrobe,Wardrobe,Metal,Grey,Modern,28650,4.8
P0363,Industrial Fabric Chair,Chair,Fabric,Brown,Industrial,4421,3.0
P0364,Industrial Metal Table,Table,Metal,Grey,Industrial,14781,4.1
P0365,Minimalist Fabric Chair,Chair,Fabric,Blue,Minimalist,3557,3.1
P0366,Industrial Glass Bed,Bed,Glass,Beige,Industrial,20522,5.0
P0367,Modern Metal Sofa,Sofa,Metal,Grey,Modern,64395,4.2
P0368,Modern Metal Wardrobe,Wardrobe,Metal,Beige,Modern,34822,4.9
P0369,Industrial Wood Chair,Chair,Wood,Grey,Industrial,2490,4.5
P0370,Industrial Glass Table,Table,Glass,White,Industrial,13406,3.8
P0371,Industrial Metal Chair,Chair,Metal,Brown,Industrial,4431,4.6
P0372,Vintage Glass Bed,Bed,Glass,Beige,Vintage,29900,4.6
P0373,Contemporary Leather Chair,Chair,Leather,Grey,Contemporary,5306,3.0
P0374,Contemporary Wood Wardrobe,Wardrobe,Wood,White,Contemporary,21437,3.7
P0375,Industrial Glass Sofa,Sofa,Glass,Black,Industrial,25075,4.4
P0376,Minimalist Leather Chair,Chair,Leather,Black,Minimalist,6867,4.5
P0377,Contemporary Glass Bed,Bed,Glass,White,Contemporary,43110,4.4
P0378,Contemporary Metal Bed,Bed,Metal,Brown,Contemporary,28816,4.1
P0379,Industrial Wood Chair,Chair,Wood,Blue,Industrial,7480,3.7
P0380,Industrial Wood Wardrobe,Wardrobe,Wood,White,Industrial,40042,3.5
P0381,Modern Wood Table,Table,Wood,Beige,Modern,20428,3.1
P0382,Industrial Glass Bed,Bed,Glass,Brown,Industrial,48877,3.1
P0383,Minimalist Fabric Chair,Chair,Fabric,Brown,Minimalist,9395,4.9
P0384,Contemporary Metal Wardrobe,Wardrobe,Metal,Grey,Contemporary,47690,4.1
P0385,Minimalist Metal Sofa,Sofa,Metal,Brown,Minimalist,28517,3.5
P0386,Minimalist Fabric Chair,Chair,Fabric,Blue,Minimalist,4884,3.9
P0387,Vintage Fabric Wardrobe,Wardrobe,Fabric,White,Vintage,20059,3.7
P0388,Industrial Leather Chair,Chair,Leather,Brown,Industrial,9680,3.3
P0389,Modern Glass Chair,Chair,Glass,Brown,Modern,7087,4.0
P0390,Industrial Glass Bed,Bed,Glass,Beige,Industrial,43457,4.4
P0391,Contemporary Metal Sofa,Sofa,Metal,Black,Contemporary,74410,3.7
P0392,Modern Fabric Table,Table,Fabric,Black,Modern,6327,3.4
P0393,Minimalist Glass Bed,Bed,Glass,White,Minimalist,54167,3.3
P0394,Minimalist Wood Chair,Chair,Wood,Beige,Minimalist,3153,4.6
P0395,Industrial Glass Chair,Chair,Glass,Blue,Industrial,5376,3.9
P0396,Contemporary Leather Sofa,Sofa,Leather,Black,Contemporary,72437,4.2
P0397,Vintage Wood Sofa,Sofa,Wood,Black,Vintage,45880,4.6
P0398,Vintage Wood Chair,Chair,Wood,Grey,Vintage,7513,4.5
P0399,Contemporary Leather Sofa,Sofa,Leather,White,Contemporary,73989,3.4
P0400,Contemporary Wood Table,Table,Wood,White,Contemporary,10730,3.5
P0401,Contemporary Wood Wardrobe,Wardrobe,Wood,White,Contemporary,17965,3.3
P0402,Minimalist Metal Sofa,Sofa,Metal,Black,Minimalist,68642,3.3
P0403,Contemporary Glass Wardrobe,Wardrobe,Glass,White,Contemporary,38078,4.8
P0404,Vintage Wood Chair,Chair,Wood,Grey,Vintage,3914,3.3
P0405,Industrial Leather Table,Table,Leather,Black,Industrial,16884,3.0
P0406,Vintage Leather Wardrobe,Wardrobe,Leather,Blue,Vintage,20521,3.1
P0407,Vintage Metal Chair,Chair,Metal,Brown,Vintage,8727,3.6
P0408,Contemporary Wood Chair,Chair,Wood,Grey,Contemporary,5038,3.4
P0409,Vintage Leather Chair,Chair,Leather,Blue,Vintage,6253,3.3
P0410,Contemporary Leather Chair,Chair,Leather,Black,Contemporary,2497,4.2
P0411,Modern Metal Sofa,Sofa,Metal,Black,Modern,64859,4.5
P0412,Minimalist Leather Wardrobe,Wardrobe,Leather,White,Minimalist,28617,4.2
P0413,Industrial Wood Sofa,Sofa,Wood,Brown,Industrial,22860,3.0
P0414,Minimalist Leather Wardrobe,Wardrobe,Leather,Grey,Minimalist,11601,3.7
P0415,Contemporary Glass Chair,Chair,Glass,Beige,Contemporary,8236,3.1
P0416,Contemporary Wood Sofa,Sofa,Wood,White,Contemporary,55110,3.3
P0417,Contemporary Wood Bed,Bed,Wood,Brown,Contemporary,42937,4.4
P0418,Vintage Glass Bed,Bed,Glass,Black,Vintage,49203,3.8
P0419,Minimalist Fabric Chair,Chair,Fabric,White,Minimalist,5618,3.3
P0420,Industrial Leather Sofa,Sofa,Leather,White,Industrial,45607,4.9
P0421,Vintage Fabric Bed,Bed,Fabric,Blue,Vintage,38219,4.5
P0422,Vintage Glass Bed,Bed,Glass,Beige,Vintage,16780,4.8
P0423,Modern Fabric Wardrobe,Wardrobe,Fabric,Black,Modern,27859,3.5
P0424,Modern Leather Chair,Chair,Leather,Black,Modern,8954,3.1
P0425,Modern Leather Table,Table,Leather,Black,Modern,19355,3.6
P0426,Contemporary Wood Table,Table,Wood,Black,Contemporary,21129,3.2
P0427,Modern Wood Wardrobe,Wardrobe,Wood,Brown,Modern,25852,3.2
P0428,Vintage Fabric Bed,Bed,Fabric,Black,Vintage,17653,3.5
P0429,Contemporary Wood Bed,Bed,Wood,White,Contemporary,39263,3.3
P0430,Modern Leather Sofa,Sofa,Leather,Beige,Modern,79667,3.8
P0431,Industrial Metal Sofa,Sofa,Metal,Brown,Industrial,20774,3.1
P0432,Vintage Fabric Sofa,Sofa,Fabric,Black,Vintage,42488,3.5
P0433,Contemporary Glass Chair,Chair,Glass,Grey,Contemporary,3359,3.4
P0434,Industrial Metal Wardrobe,Wardrobe,Metal,Beige,Industrial,23569,4.3
P0435,Modern Glass Wardrobe,Wardrobe,Glass,Black,Modern,34853,3.5
P0436,Modern Fabric Bed,Bed,Fabric,Blue,Modern,28903,3.9
P0437,Modern Metal Bed,Bed,Metal,Grey,Modern,28033,4.8
P0438,Modern Wood Sofa,Sofa,Wood,Grey,Modern,22750,4.1
P0439,Vintage Leather Sofa,Sofa,Leather,Brown,Vintage,58992,4.2
P0440,Industrial Metal Chair,Chair,Metal,Brown,Industrial,2774,3.4
P0441,Vintage Glass Chair,Chair,Glass,Black,Vintage,6983,4.7
P0442,Minimalist Metal Sofa,Sofa,Metal,White,Minimalist,27667,4.5
P0443,Modern Metal Bed,Bed,Metal,Grey,Modern,30427,3.3
P0444,Vintage Metal Sofa,Sofa,Metal,Grey,Vintage,23097,3.6
P0445,Contemporary Glass Wardrobe,Wardrobe,Glass,Beige,Contemporary,40152,4.5
P0446,Modern Fabric Chair,Chair,Fabric,White,Modern,9063,4.5
P0447,Modern Metal Bed,Bed,Metal,Brown,Modern,49332,3.8
P0448,Modern Fabric Table,Table,Fabric,White,Modern,18607,3.7
P0449,Minimalist Fabric Table,Table,Fabric,Beige,Minimalist,13125,3.8
P0450,Contemporary Wood Bed,Bed,Wood,Grey,Contemporary,30633,4.6
P0451,Contemporary Glass Wardrobe,Wardrobe,Glass,Beige,Contemporary,41192,5.0
P0452,Vintage Metal Wardrobe,Wardrobe,Metal,Beige,Vintage,25739,3.9
P0453,Modern Wood Wardrobe,Wardrobe,Wood,Brown,Modern,30441,3.7
P0454,Modern Leather Table,Table,Leather,Black,Modern,12082,3.5
P0455,Vintage Leather Sofa,Sofa,Leather,Black,Vintage,28796,4.7
P0456,Industrial Wood Chair,Chair,Wood,Blue,Industrial,2485,3.3
P0457,Industrial Glass Bed,Bed,Glass,Beige,Industrial,51075,5.0
P0458,Vintage Metal Wardrobe,Wardrobe,Metal,Black,Vintage,33920,3.9
P0459,Minimalist Wood Chair,Chair,Wood,Beige,Minimalist,2917,3.8
P0460,Modern Leather Table,Table,Leather,Brown,Modern,23075,4.7
P0461,Contemporary Glass Bed,Bed,Glass,Black,Contemporary,57029,3.3
P0462,Industrial Wood Bed,Bed,Wood,Grey,Industrial,39190,4.1
P0463,Contemporary Fabric Table,Table,Fabric,Blue,Contemporary,17783,3.8
P0464,Minimalist Fabric Sofa,Sofa,Fabric,Brown,Minimalist,40898,4.9
P0465,Industrial Metal Table,Table,Metal,White,Industrial,21737,4.2
P0466,Vintage Leather Table,Table,Leather,Black,Vintage,16552,3.8
P0467,Vintage Wood Table,Table,Wood,Beige,Vintage,10865,3.5
P0468,Industrial Leather Sofa,Sofa,Leather,Grey,Industrial,42680,4.8
P0469,Modern Leather Wardrobe,Wardrobe,Leather,Grey,Modern,30593,4.6
P0470,Vintage Leather Wardrobe,Wardrobe,Leather,Brown,Vintage,49131,4.8
P0471,Contemporary Metal Table,Table,Metal,Black,Contemporary,24691,4.3
P0472,Modern Glass Wardrobe,Wardrobe,Glass,Beige,Modern,44058,4.4
P0473,Industrial Glass Sofa,Sofa,Glass,White,Industrial,60303,3.1
P0474,Modern Metal Sofa,Sofa,Metal,Blue,Modern,23450,3.7
P0475,Industrial Leather Sofa,Sofa,Leather,Blue,Industrial,66189,4.6
P0476,Industrial Leather Sofa,Sofa,Leather,Black,Industrial,24966,4.4
P0477,Industrial Fabric Table,Table,Fabric,White,Industrial,19981,3.4
P0478,Vintage Glass Table,Table,Glass,Grey,Vintage,20314,4.3
P0479,Industrial Wood Table,Table,Wood,Grey,Industrial,10215,3.8
P0480,Industrial Glass Chair,Chair,Glass,White,Industrial,4856,4.6
P0481,Minimalist Metal Chair,Chair,Metal,Black,Minimalist,7747,4.4
P0482,Modern Leather Wardrobe,Wardrobe,Leather,Blue,Modern,43343,3.5
P0483,Modern Fabric Sofa,Sofa,Fabric,Beige,Modern,75547,4.7
P0484,Minimalist Fabric Chair,Chair,Fabric,White,Minimalist,6659,4.8
P0485,Minimalist Leather Sofa,Sofa,Leather,Beige,Minimalist,70459,3.0
P0486,Minimalist Wood Chair,Chair,Wood,Brown,Minimalist,3693,3.1
P0487,Contemporary Metal Sofa,Sofa,Metal,Black,Contemporary,71551,3.8
P0488,Contemporary Metal Bed,Bed,Metal,Grey,Contemporary,40071,3.4
P0489,Modern Fabric Bed,Bed,Fabric,Beige,Modern,29190,4.2
P0490,Vintage Leather Table,Table,Leather,Brown,Vintage,19588,3.6
P0491,Contemporary Glass Table,Table,Glass,White,Contemporary,7639,3.8
P0492,Vintage Leather Sofa,Sofa,Leather,Black,Vintage,52856,3.6
P0493,Contemporary Metal Table,Table,Metal,Grey,Contemporary,20306,3.7
P0494,Minimalist Glass Wardrobe,Wardrobe,Glass,Beige,Minimalist,30918,3.2
P0495,Minimalist Leather Wardrobe,Wardrobe,Leather,Beige,Minimalist,40296,4.3
P0496,Minimalist Metal Sofa,Sofa,Metal,Brown,Minimalist,24735,4.5
P0497,Vintage Leather Chair,Chair,Leather,Grey,Vintage,7670,4.6
P0498,Vintage Leather Chair,Chair,Leather,Black,Vintage,8026,4.3
P0499,Contemporary Leather Sofa,Sofa,Leather,Black,Contemporary,39878,4.1
P0500,Industrial Leather Chair,Chair,Leather,Black,Industrial,4941,3.0
