product_id,name,category,material,color,style,price,rating
P0346,Modern Glass Bed,Bed,Glass,Black,Modern,28673,3.8
P0347,Modern Metal Wardrobe,Wardrobe,Metal,Blue,Modern,44900,3.0
P0348,Industrial Fabric Table,Table,Fabric,White,Industrial,8699,3.9
P0349,Modern Metal Bed,Bed,Metal,Blue,Modern,39019,3.7
P0350,Vintage Wood Sofa,Sofa,Wood,Brown,Vintage,33408,3.7
P0351,Minimalist Metal Sofa,Sofa,Metal,Brown,Minimalist,50787,4.5
P0352,Minimalist Leather Wardrobe,Wardrobe,Leather,Blue,Minimalist,43911,4.1
P0353,Industrial Fabric Sofa,Sofa,Fabric,White,Industrial,53164,4.4
P0354,Industrial Wood Wardrobe,Wardrobe,Wood,White,Industrial,43335,5.0
P0355,Vintage Metal Chair,Chair,Metal,Blue,Vintage,9054,4.4
P0356,Vintage Metal Wardrobe,Wardrobe,Metal,Brown,Vintage,43384,4.5
P0357,Contemporary Leather Wardrobe,Wardrobe,Leather,Beige,Contemporary,11548,4.1
P0358,Modern Metal Bed,Bed,Metal,Blue,Modern,56742,4.5
P0359,Vintage Leather Bed,Bed,Leather,Beige,Vintage,19972,4.2
P0360,Contemporary Metal Bed,Bed,Metal,White,Contemporary,35025,4.8
P0361,Vintage Metal Bed,Bed,Metal,Brown,Vintage,48270,4.9
P0362,Minimalist Metal Chair,Chair,Metal,Grey,Minimalist,6827,4.3
P0363,Vintage Leather Wardrobe,Wardrobe,Leather,Beige,Vintage,42081,3.7
P0364,Industrial Glass Sofa,Sofa,Glass,Beige,Industrial,54419,3.4
P0365,Modern Glass Wardrobe,Wardrobe,Glass,White,Modern,43601,4.1
P0366,Contemporary Glass Wardrobe,Wardrobe,Glass,White,Contemporary,14113,4.8
P0367,Vintage Metal Bed,Bed,Metal,Blue,Vintage,50844,3.6
P0368,Vintage Metal Bed,Bed,Metal,Beige,Vintage,33001,3.8
P0369,Modern Fabric Chair,Chair,Fabric,Beige,Modern,5703,3.7
P0370,Minimalist Wood Table,Table,Wood,White,Minimalist,20858,4.8
P0371,Minimalist Leather Chair,Chair,Leather,Brown,Minimalist,6416,3.9
P0372,Minimalist Wood Sofa,Sofa,Wood,Beige,Minimalist,34576,4.7
P0373,Minimalist Glass Bed,Bed,Glass,Black,Minimalist,52123,4.6
P0374,Minimalist Wood Wardrobe,Wardrobe,Wood,Brown,Minimalist,23379,3.6
P0375,Industrial Leather Bed,Bed,Leather,Black,Industrial,29099,3.6
P0376,Industrial Leather Table,Table,Leather,Brown,Industrial,12524,4.1
P0377,Contemporary Fabric Sofa,Sofa,Fabric,Brown,Contemporary,24113,4.8
P0378,Minimalist Fabric Bed,Bed,Fabric,Grey,Minimalist,48365,4.8
P0379,Vintage Leather Chair,Chair,Leather,Grey,Vintage,9823,4.7
P0380,Contemporary Metal Wardrobe,Wardrobe,Metal,Brown,Contemporary,22959,4.1
P0381,Vintage Metal Table,Table,Metal,Grey,Vintage,14545,4.8
P0382,Vintage Metal Table,Table,Metal,Blue,Vintage,16331,5.0
P0383,Minimalist Glass Wardrobe,Wardrobe,Glass,Grey,Minimalist,34789,3.1
P0384,Industrial Glass Chair,Chair,Glass,White,Industrial,7981,4.6
P0385,Contemporary Glass Chair,Chair,Glass,Grey,Contemporary,6549,4.4
P0386,Contemporary Wood Sofa,Sofa,Wood,Black,Contemporary,23607,4.1
P0387,Modern Fabric Bed,Bed,Fabric,Brown,Modern,19478,3.4
P0388,Modern Wood Chair,Chair,Wood,Beige,Modern,2427,4.8
P0389,Industrial Metal Chair,Chair,Metal,Black,Industrial,6121,4.8
P0390,Industrial Wood Wardrobe,Wardrobe,Wood,Brown,Industrial,46426,3.7
P0391,Industrial Wood Bed,Bed,Wood,Beige,Industrial,36483,4.7
P0392,Vintage Leather Sofa,Sofa,Leather,Brown,Vintage,52886,4.0
P0393,Vintage Metal Bed,Bed,Metal,Beige,Vintage,20889,3.8
P0394,Contemporary Wood Sofa,Sofa,Wood,White,Contemporary,34009,4.3
P0395,Minimalist Wood Bed,Bed,Wood,Brown,Minimalist,36459,4.7
P0396,Industrial Fabric Sofa,Sofa,Fabric,Blue,Industrial,73390,4.3
P0397,Industrial Leather Sofa,Sofa,Leather,White,Industrial,38828,4.1
P0398,Contemporary Wood Wardrobe,Wardrobe,Wood,Brown,Contemporary,23796,4.9
P0399,Industrial Glass Bed,Bed,Glass,Brown,Industrial,27591,3.4
P0400,Industrial Metal Wardrobe,Wardrobe,Metal,Grey,Industrial,22480,3.8
P0401,Industrial Glass Wardrobe,Wardrobe,Glass,Brown,Industrial,34826,3.6
P0402,Modern Leather Table,Table,Leather,White,Modern,18771,4.9
P0403,Vintage Fabric Bed,Bed,Fabric,Brown,Vintage,26587,3.8
P0404,Minimalist Glass Bed,Bed,Glass,White,Minimalist,16496,4.2
P0405,Minimalist Wood Table,Table,Wood,Brown,Minimalist,16851,3.1
P0406,Contemporary Fabric Wardrobe,Wardrobe,Fabric,Grey,Contemporary,36150,3.2
P0407,Modern Leather Chair,Chair,Leather,Black,Modern,4042,4.7
P0408,Vintage Fabric Sofa,Sofa,Fabric,Grey,Vintage,41993,4.7
P0409,Contemporary Glass Chair,Chair,Glass,White,Contemporary,9539,3.9
P0410,Modern Leather Chair,Chair,Leather,Blue,Modern,8687,3.1
P0411,Modern Glass Wardrobe,Wardrobe,Glass,White,Modern,28405,4.5
P0412,Contemporary Fabric Table,Table,Fabric,White,Contemporary,8704,4.8
P0413,Industrial Glass Chair,Chair,Glass,Brown,Industrial,6380,4.5
P0414,Contemporary Wood Bed,Bed,Wood,Blue,Contemporary,56249,4.1
P0415,Modern Glass Bed,Bed,Glass,Black,Modern,47559,3.5
P0416,Minimalist Fabric Wardrobe,Wardrobe,Fabric,Beige,Minimalist,45903,4.0
P0417,Industrial Metal Table,Table,Metal,Black,Industrial,21148,3.1
P0418,Vintage Wood Chair,Chair,Wood,Grey,Vintage,2983,4.5
P0419,Vintage Leather Bed,Bed,Leather,White,Vintage,16727,3.2
P0420,Vintage Glass Chair,Chair,Glass,Black,Vintage,2900,3.2
P0421,Minimalist Metal Wardrobe,Wardrobe,Metal,Blue,Minimalist,30767,4.6
P0422,Contemporary Metal Bed,Bed,Metal,Black,Contemporary,23092,4.9
P0423,Minimalist Wood Table,Table,Wood,Brown,Minimalist,22690,3.5
P0424,Modern Leather Chair,Chair,Leather,Beige,Modern,4612,4.7
P0425,Vintage Leather Bed,Bed,Leather,Grey,Vintage,51444,3.4
P0426,Industrial Wood Wardrobe,Wardrobe,Wood,Brown,Industrial,30453,4.0
P0427,Vintage Wood Wardrobe,Wardrobe,Wood,Brown,Vintage,34819,4.4
P0428,Minimalist Glass Sofa,Sofa,Glass,Beige,Minimalist,35953,3.7
P0429,Industrial Glass Bed,Bed,Glass,Black,Industrial,58007,3.7
P0430,Vintage Fabric Sofa,Sofa,Fabric,Grey,Vintage,70452,3.4
P0431,Contemporary Metal Wardrobe,Wardrobe,Metal,Black,Contemporary,39486,4.9
P0432,Modern Metal Bed,Bed,Metal,Beige,Modern,27755,4.9
P0433,Modern Metal Sofa,Sofa,Metal,Grey,Modern,41213,4.9
P0434,Vintage Fabric Sofa,Sofa,Fabric,Blue,Vintage,79683,3.1
P0435,Vintage Metal Chair,Chair,Metal,Grey,Vintage,6863,3.1
P0436,Modern Glass Wardrobe,Wardrobe,Glass,Blue,Modern,21011,4.6
P0437,Modern Glass Chair,Chair,Glass,Brown,Modern,6400,4.7
P0438,Vintage Leather Bed,Bed,Leather,Brown,Vintage,28402,4.7
P0439,Contemporary Leather Wardrobe,Wardrobe,Leather,Black,Contemporary,32027,4.7
P0440,Minimalist Glass Table,Table,Glass,Beige,Minimalist,22606,3.4
P0441,Minimalist Glass Sofa,Sofa,Glass,Grey,Minimalist,55940,3.8
P0442,Industrial Fabric Bed,Bed,Fabric,Black,Industrial,36010,4.4
P0443,Vintage Fabric Bed,Bed,Fabric,Black,Vintage,42421,3.5
P0444,Industrial Leather Sofa,Sofa,Leather,White,Industrial,54764,3.8
P0445,Industrial Glass Table,Table,Glass,Grey,Industrial,15611,4.2
P0446,Minimalist Fabric Wardrobe,Wardrobe,Fabric,Beige,Minimalist,21158,3.3
P0447,Vintage Metal Chair,Chair,Metal,White,Vintage,9558,4.8
P0448,Contemporary Metal Chair,Chair,Metal,White,Contemporary,5898,3.8
P0449,Modern Metal Chair,Chair,Metal,Blue,Modern,9887,3.4
P0450,Minimalist Fabric Wardrobe,Wardrobe,Fabric,Brown,Minimalist,11383,3.1
P0451,Industrial Metal Table,Table,Metal,Blue,Industrial,14597,4.5
P0452,Modern Glass Bed,Bed,Glass,Black,Modern,48497,3.3
P0453,Minimalist Wood Sofa,Sofa,Wood,Brown,Minimalist,71434,3.7
P0454,Industrial Fabric Wardrobe,Wardrobe,Fabric,Grey,Industrial,16139,4.8
P0455,Modern Fabric Sofa,Sofa,Fabric,Brown,Modern,49167,4.6
P0456,Minimalist Leather Wardrobe,Wardrobe,Leather,Black,Minimalist,32021,4.5
P0457,Industrial Metal Chair,Chair,Metal,Black,Industrial,8758,3.5
P0458,Vintage Glass Bed,Bed,Glass,Beige,Vintage,32874,3.5
P0459,Minimalist Glass Wardrobe,Wardrobe,Glass,Black,Minimalist,24382,4.9
P0460,Industrial Fabric Wardrobe,Wardrobe,Fabric,Black,Industrial,25608,4.6
P0461,Industrial Glass Bed,Bed,Glass,Beige,Industrial,52840,3.5
P0462,Minimalist Fabric Bed,Bed,Fabric,Beige,Minimalist,35250,3.0
P0463,Minimalist Fabric Chair,Chair,Fabric,Blue,Minimalist,3493,3.9
P0464,Modern Metal Sofa,Sofa,Metal,Blue,Modern,40558,4.4
P0465,Vintage Fabric Wardrobe,Wardrobe,Fabric,Beige,Vintage,24645,4.6
P0466,Minimalist Fabric Sofa,Sofa,Fabric,Black,Minimalist,76646,4.0
P0467,Contemporary Metal Table,Table,Metal,Grey,Contemporary,6524,5.0
P0468,Contemporary Fabric Wardrobe,Wardrobe,Fabric,Grey,Contemporary,15197,4.6
P0469,Industrial Glass Wardrobe,Wardrobe,Glass,Blue,Industrial,11135,3.5
P0470,Vintage Fabric Chair,Chair,Fabric,Brown,Vintage,3187,4.1
P0471,Vintage Wood Sofa,Sofa,Wood,Brown,Vintage,73270,4.9
P0472,Vintage Wood Chair,Chair,Wood,Brown,Vintage,8446,3.8
P0473,Modern Wood Wardrobe,Wardrobe,Wood,Brown,Modern,36385,5.0
P0474,Modern Metal Chair,Chair,Metal,White,Modern,6571,4.9
P0475,Minimalist Glass Sofa,Sofa,Glass,Grey,Minimalist,28237,4.1
P0476,Vintage Wood Chair,Chair,Wood,Grey,Vintage,9483,3.0
P0477,Vintage Fabric Chair,Chair,Fabric,Black,Vintage,8888,4.8
P0478,Contemporary Leather Wardrobe,Wardrobe,Leather,Blue,Contemporary,14990,4.7
P0479,Contemporary Metal Bed,Bed,Metal,Blue,Contemporary,34898,4.6
P0480,Contemporary Glass Sofa,Sofa,Glass,Brown,Contemporary,49976,3.3
P0481,Vintage Wood Chair,Chair,Wood,Beige,Vintage,3345,4.4
P0482,Industrial Wood Sofa,Sofa,Wood,Brown,Industrial,40814,3.2
P0483,Vintage Leather Wardrobe,Wardrobe,Leather,White,Vintage,23745,3.6
P0484,Contemporary Glass Sofa,Sofa,Glass,Beige,Contemporary,55279,3.8
P0485,Contemporary Leather Chair,Chair,Leather,Black,Contemporary,2561,3.9
P0486,Contemporary Leather Bed,Bed,Leather,Blue,Contemporary,53255,4.3
P0487,Modern Fabric Table,Table,Fabric,Beige,Modern,15078,4.1
P0488,Minimalist Leather Chair,Chair,Leather,Beige,Minimalist,5728,3.0
P0489,Vintage Leather Chair,Chair,Leather,Brown,Vintage,6143,3.7
P0490,Minimalist Metal Wardrobe,Wardrobe,Metal,Black,Minimalist,43388,3.1
P0491,Industrial Wood Table,Table,Wood,Beige,Industrial,22582,3.7
P0492,Modern Wood Table,Table,Wood,Blue,Modern,21871,3.9
P0493,Contemporary Metal Chair,Chair,Metal,Black,Contemporary,8856,4.1
P0494,Minimalist Glass Sofa,Sofa,Glass,Blue,Minimalist,62451,4.2
P0495,Minimalist Leather Sofa,Sofa,Leather,Black,Minimalist,24470,3.0
P0496,Minimalist Wood Bed,Bed,Wood,Blue,Minimalist,33335,4.2
P0497,Industrial Fabric Bed,Bed,Fabric,Beige,Industrial,43931,3.5
P0498,Vintage Metal Chair,Chair,Metal,Beige,Vintage,4693,3.6
P0499,Modern Fabric Wardrobe,Wardrobe,Fabric,White,Modern,31776,3.5
P0500,Contemporary Wood Chair,Chair,Wood,Brown,Contemporary,4878,3.8
